id,month,bank_name,inward_interbank_volume,inward_costumer_volume,inward_total_volume,inward_percentage_volume,inward_interbank_amt,inward_costumer_amt,inward_total_amt,inward_percentage_amt,outward_interbank_volume,outward_costumer_volume,outward_total_volume,outward_percentage_volume,outward_interbank_amt,outward_costumer_amt,outward_total_amt,outward_percentage_amt
167,01/07/2008,Lehman Brothers FIS Pvt.,27,1,28,0,60266.41,2350.74,62617.15,0.02,18,0,18,0,59391.29,0,59391.29,0.02
168,01/07/2008,Maharashtra State Co-operative Bank,566,453,1019,0.12,466764.35,179358.73,646123.08,0.24,284,563,847,0.1,485793.04,133112.55,618905.59,0.23
169,01/07/2008,Mashreq Bank,86,0,86,0.01,13339.11,0,13339.11,0,33,77,110,0.01,2572.04,9033.81,11605.85,0
170,01/07/2008,Mizuho Bank,99,355,454,0.05,157927.39,62711.16,220638.55,0.08,151,300,451,0.05,151706.88,79864.75,231571.63,0.09
171,01/07/2008,New India Co-operative Bank,22,99,121,0.01,14458.43,6216.33,20674.76,0.01,89,59,148,0.02,15732.72,520.15,16252.87,0.01
172,01/07/2008,NKGSB Co-operative Bank,77,151,228,0.03,40347.33,3325.68,43673.01,0.02,91,144,235,0.03,41222.06,2553.32,43775.38,0.02
173,01/07/2008,Nutan Nagarik Co-operative Bank,16,47,63,0.01,1216,478.54,1694.54,0,0,148,148,0.02,0,1560.15,1560.15,0
174,01/07/2008,Oman International Bank,29,10,39,0,8474.84,266.16,8741.01,0,85,132,217,0.02,7589.83,653.35,8243.18,0
175,01/07/2008,Oriental Bank of Commerce,1666,10099,11765,1.35,1709339.5,695098.13,2404437.63,0.89,2953,7191,10144,1.17,1881499.91,521664.94,2403164.85,0.89
176,01/07/2008,PNB Gilts,115,33,148,0.02,224395.27,248296.34,472691.61,0.18,255,0,255,0.03,524787.99,0,524787.99,0.2
177,01/07/2008,Punjab and Maharashtra Co-operative Bank,93,298,391,0.05,8248.5,52466.25,60714.75,0.02,31,245,276,0.03,8482.26,36025.66,44507.93,0.02
178,01/07/2008,Punjab and Sind Bank,654,753,1407,0.16,1492696.62,163167.04,1655863.65,0.62,465,1203,1668,0.19,1339378.52,293533.49,1632912.02,0.61
179,01/07/2008,Punjab National Bank,7123,26927,34050,3.92,7768877.73,2329940.49,10098818.22,3.76,6426,27201,33627,3.87,7200044.23,2213409.76,9413453.99,3.5
180,01/07/2008,Rajkot Nagrik Co-operative Bank,0,36,36,0,0,547.15,547.15,0,37,279,316,0.04,1177.21,7657.02,8834.23,0
181,01/07/2008,RBL Bank,151,197,348,0.04,87400.89,4968.99,92369.89,0.03,81,281,362,0.04,82153.28,6172.73,88326.01,0.03
182,01/07/2008,Reserve Bank of India,33,1449,1482,0.17,59996.36,3243839.77,3303836.13,1.23,0,0,0,0,0,0,0,0
183,01/07/2008,Saraswat Co-operative Bank,420,1545,1965,0.23,1151831.76,52460.83,1204292.59,0.45,306,1353,1659,0.19,1134302.38,75905.5,1210207.88,0.45
184,01/07/2008,SBI DFHI,93,88,181,0.02,219502.58,127716.4,347218.98,0.13,281,0,281,0.03,420400.82,0,420400.82,0.16
185,01/07/2008,Security Trading Corp of India,70,181,251,0.03,73074.4,218681.57,291755.97,0.11,189,0,189,0.02,287387.56,0,287387.56,0.11
186,01/07/2008,Shamrao Vithal Co-operative Bank,110,888,998,0.11,53870.33,16218.44,70088.77,0.03,175,1073,1248,0.14,40609.85,25506.99,66116.84,0.02
187,01/07/2008,Shinhan Bank,100,109,209,0.02,55766.66,22940.36,78707.02,0.03,54,319,373,0.04,55614.24,28162.63,83776.87,0.03
188,01/07/2008,Societe Generale,251,114,365,0.04,416999.33,82410.41,499409.73,0.19,253,214,467,0.05,466065.81,67910.44,533976.25,0.2
189,01/07/2008,South Indian Bank,1528,2279,3807,0.44,252447.07,81443.39,333890.47,0.12,1017,2774,3791,0.44,281281.23,143454.31,424735.55,0.16
190,01/07/2008,State Bank of Bikaner and Jaipur,2675,11739,14414,1.66,950832.07,339372.7,1290204.77,0.48,3340,14379,17719,2.04,1240027.79,525388.62,1765416.42,0.66
191,01/07/2008,Standard Chartered Bank,4054,20075,24129,2.78,4983675.72,14003726.37,18987402.09,7.06,3509,34237,37746,4.35,4395877.43,14973004.39,19368881.82,7.21
192,01/07/2008,State Bank of Hyderabad,2976,11639,14615,1.68,2854457.28,846428.88,3700886.17,1.38,3211,8154,11365,1.31,2809510.05,875358.77,3684868.81,1.37
193,01/07/2008,State Bank of India,36253,95093,131346,15.12,7630975.68,15034368.21,22665343.89,8.43,30085,85934,116019,13.36,9092889.29,12895175.39,21988064.69,8.18
194,01/07/2008,State Bank of Indore,2245,9647,11892,1.37,598071.74,337473.25,935544.99,0.35,2099,8075,10174,1.17,664600.49,267006.69,931607.18,0.35
195,01/07/2008,State Bank of Mauritius,7,39,46,0.01,2794.56,4042.63,6837.19,0,7,88,95,0.01,3429.7,7750.91,11180.61,0
196,01/07/2008,State Bank of Mysore,4437,6505,10942,1.26,486119.82,558983.72,1045103.54,0.39,2636,9216,11852,1.36,477075.26,515368.4,992443.66,0.37
197,01/07/2008,State Bank of Patiala,3058,7653,10711,1.23,2674220.86,841855.37,3516076.22,1.31,3362,9705,13067,1.5,2852113.6,1686655,4538768.6,1.69
198,01/07/2008,State Bank of Saurashtra,2826,4678,7504,0.86,740103.69,474676.33,1214780.02,0.45,1535,3771,5306,0.61,879873.75,287886.55,1167760.3,0.43
199,01/07/2008,State Bank of Travancore,3846,5768,9614,1.11,1646402.89,350802.67,1997205.57,0.74,4228,5645,9873,1.14,1518757.45,432695.77,1951453.21,0.73
200,01/07/2008,Syndicate Bank,2413,6847,9260,1.07,946100.62,761282.96,1707383.58,0.64,2917,5271,8188,0.94,1230323.44,793309.65,2023633.09,0.75
201,01/07/2008,Tamilnad Mercantile Bank,1093,2899,3992,0.46,121168.1,60962.76,182130.86,0.07,400,4292,4692,0.54,80403.73,96547.29,176951.02,0.07
202,01/07/2008,Tamil Nadu State Apex Co-operative Bank,238,49,287,0.03,568059.82,3930.68,571990.5,0.21,55,211,266,0.03,529732.33,18604.22,548336.55,0.2
203,01/07/2008,Thane Bharat Co-operative Bank,0,7,7,0,0,64.58,64.58,0,0,27,27,0,0,3206.04,3206.04,0
204,01/07/2008,Thane Janata Co-operative Bank,117,280,397,0.05,95570.82,5482.56,101053.38,0.04,65,321,386,0.04,86656.19,9811.96,96468.15,0.04
205,01/07/2008,Ahmedabad Mercantile Co-operative Bank,11,37,48,0.01,4208,177.86,4385.86,0,1,76,77,0.01,400,4141.83,4541.83,0
206,01/07/2008,Greater Bombay Co-operative Bank,326,175,501,0.06,9753.38,3935.56,13688.94,0.01,45,479,524,0.06,1194.9,16503.4,17698.3,0.01
207,01/07/2008,Kapol Co-operative Bank,35,196,231,0.03,1840.17,7540.23,9380.4,0,2,205,207,0.02,8.55,9739.22,9747.77,0
208,01/07/2008,Lakshmi Vilas Bank,525,1361,1886,0.22,54243.4,55178.34,109421.74,0.04,396,2452,2848,0.33,40592.82,77707.92,118300.74,0.04
209,01/07/2008,West Bengal State Co-operative Bank,30,33,63,0.01,31508.18,10509.37,42017.55,0.02,17,53,70,0.01,33000,129372.87,162372.87,0.06
210,01/07/2008,UCO Bank,1174,2999,4173,0.48,498111.82,471674.02,969785.84,0.36,1925,1722,3647,0.42,585337.59,477472.64,1062810.23,0.4
211,01/07/2008,Union Bank of India,3795,17743,21538,2.48,1550786.45,1274353.91,2825140.35,1.05,6081,18121,24202,2.79,1852407.77,1119404.38,2971812.16,1.11
212,01/07/2008,United Bank of India,691,1415,2106,0.24,975853.49,406055.5,1381908.98,0.51,1174,702,1876,0.22,1128315.19,335615.76,1463930.95,0.54
213,01/07/2008,Vijaya Bank,1605,4250,5855,0.67,822196.83,538087.71,1360284.54,0.51,2484,2863,5347,0.62,722043.16,579257.79,1301300.95,0.48
214,01/07/2008,Yes Bank,882,2622,3504,0.4,1180238.5,913017.08,2093255.58,0.78,625,6684,7309,0.84,1157739.72,877763.14,2035502.85,0.76
215,01/08/2008,Abhyudaya Co-operative Bank,40,194,234,0.03,61130.2,2668.9,63799.1,0.03,138,358,496,0.06,67899.83,7292.62,75192.45,0.03
216,01/08/2008,ABN AMRO Bank,1605,8334,9939,1.17,856893.97,1885523.35,2742417.32,1.14,2079,6910,8989,1.06,827252.25,1831534.93,2658787.18,1.1
217,01/08/2008,Abu Dhabi Commercial Bank,91,107,198,0.02,38986.03,22592.33,61578.36,0.03,85,196,281,0.03,35626.58,12033.48,47660.06,0.02
218,01/08/2008,Allahabad Bank,661,1912,2573,0.3,1024027.65,312976.8,1337004.46,0.56,1917,1209,3126,0.37,829037.02,299580.94,1128617.97,0.47
219,01/08/2008,American Express Bank,89,736,825,0.1,545597.01,83432.48,629029.49,0.26,436,763,1199,0.14,539780,140762.6,680542.59,0.28
220,01/08/2008,Andhra Bank,1340,5584,6924,0.81,1488769.16,345886.27,1834655.43,0.76,2217,2297,4514,0.53,1623724.42,145756,1769480.42,0.74
221,01/08/2008,Axis Bank,5486,38010,43496,5.12,4577647.63,6852104.99,11429752.62,4.75,5887,35964,41851,4.92,4506963.24,6555478.06,11062441.3,4.6
222,01/08/2008,"Bank of America, N.A.",1249,4877,6126,0.72,565399.96,710597.67,1275997.63,0.53,477,2104,2581,0.3,429454,1001611.56,1431065.56,0.59
223,01/08/2008,Bank of Bahrain and Kuwait B.S.C.,259,108,367,0.04,30745.61,3647.3,34392.91,0.01,51,260,311,0.04,23420.03,6339.15,29759.19,0.01
224,01/08/2008,Bank of Baroda,3940,17761,21701,2.55,2270195.15,1151284.33,3421479.48,1.42,5108,20986,26094,3.07,2202881.73,1188556.35,3391438.08,1.41
225,01/08/2008,Bank of Ceylon,7,9,16,0,3220.15,496.34,3716.49,0,11,93,104,0.01,2345.17,2371.47,4716.64,0
226,01/08/2008,Bank of India,4351,17029,21380,2.51,1268243.93,2031864.25,3300108.18,1.37,4411,15762,20173,2.37,1043876.02,2047503.91,3091379.94,1.28
227,01/08/2008,Bank of Maharashtra,886,3261,4147,0.49,2266178.86,267971.53,2534150.39,1.05,1106,2496,3602,0.42,2234063.22,296290.66,2530353.87,1.05
228,01/08/2008,Bank of Nova Scotia,448,1653,2101,0.25,1618610.46,335994.18,1954604.63,0.81,374,915,1289,0.15,1409952.7,209849.79,1619802.49,0.67
229,01/08/2008,Bank of Rajasthan,995,3718,4713,0.55,303365.12,185868.87,489234,0.2,906,3126,4032,0.47,294492.28,209638.14,504130.42,0.21
230,01/08/2008,Barclays Bank PLC,711,887,1598,0.19,783444.87,372738.34,1156183.21,0.48,670,6830,7500,0.88,887409.74,504133.31,1391543.05,0.58
231,01/08/2008,Bharat Co-operative Bank,48,351,399,0.05,54154.31,3378.85,57533.17,0.02,55,420,475,0.06,54784.47,6047.56,60832.03,0.03
232,01/08/2008,Bank of Tokyo and Mitsubishi,230,450,680,0.08,992476.87,103617.62,1096094.49,0.46,193,448,641,0.08,704317.21,360124.11,1064441.32,0.44
233,01/08/2008,BNP Paribas,1015,13108,14123,1.66,993565.27,469218.09,1462783.37,0.61,1654,2626,4280,0.5,1077593.42,408351.27,1485944.69,0.62
234,01/08/2008,Calyon Bank,488,386,874,0.1,1024784.58,148451.4,1173235.97,0.49,605,251,856,0.1,1000762.29,247117.74,1247880.03,0.52
235,01/08/2008,Canara Bank,2761,14621,17382,2.04,2200386.43,1483396.8,3683783.23,1.53,4382,11309,15691,1.85,2299531.46,1553847.4,3853378.86,1.6
236,01/08/2008,Catholic Syrian Bank,502,671,1173,0.14,60087.69,14888.53,74976.22,0.03,436,1177,1613,0.19,55096.51,44741.1,99837.6,0.04
237,01/08/2008,Central Bank of India,1530,3910,5440,0.64,3403511.61,722047.45,4125559.06,1.71,3085,2599,5684,0.67,3485522.46,555009.49,4040531.95,1.68
238,01/08/2008,Centurion Bank,1534,6934,8468,1,107131.38,203550.65,310682.03,0.13,1970,6858,8828,1.04,101362.15,259895.29,361257.44,0.15
239,01/08/2008,Chinatrust Commercial Bank,39,13,52,0.01,30254.95,761.36,31016.31,0.01,25,50,75,0.01,28269.26,4578.06,32847.32,0.01
240,01/08/2008,Citi Bank,2450,26915,29365,3.45,2336387.75,11509591.35,13845979.09,5.75,2425,30089,32514,3.82,2557132.72,12051439.8,14608572.52,6.07
241,01/08/2008,Citizen Credit Co-operative Bank,2,50,52,0.01,1645.61,1473.5,3119.1,0,8,113,121,0.01,1391.25,4818.93,6210.18,0
242,01/08/2008,City Union Bank,934,1335,2269,0.27,126173.37,126212.37,252385.74,0.1,571,1756,2327,0.27,102408.07,129372.58,231780.66,0.1
243,01/08/2008,Corporation Bank,5891,9107,14998,1.76,2370353.81,1101809.34,3472163.15,1.44,4161,17466,21627,2.54,2019946.04,2287044.67,4306990.71,1.79
244,01/08/2008,Cosmos Co-operative Bank,63,518,581,0.07,36808.01,18307.69,55115.7,0.02,150,284,434,0.05,33767.84,17188.89,50956.72,0.02
245,01/08/2008,DBS Bank India,483,339,822,0.1,2314122.8,233100.56,2547223.36,1.06,466,1040,1506,0.18,2270320.31,356534.32,2626854.63,1.09
246,01/08/2008,Dena Bank,651,2221,2872,0.34,249309.01,277675.6,526984.61,0.22,1041,579,1620,0.19,348764.86,165161.67,513926.53,0.21
247,01/08/2008,Deposit Insurance and Credit Guarantee Corporation,2,0,2,0,2252.25,0,2252.25,0,0,2,2,0,0,91.56,91.56,0
248,01/08/2008,Deutsche Bank AG,2790,11718,14508,1.71,1535452.05,9592413.83,11127865.88,4.62,1405,11753,13158,1.55,1363930.04,10266628.56,11630558.6,4.83
249,01/08/2008,Deutsche Securities India Pvt.,43,0,43,0.01,124739.74,0,124739.74,0.05,46,0,46,0.01,122767.87,0,122767.87,0.05
250,01/08/2008,Development Credit Bank,437,1742,2179,0.26,230684.47,65402.94,296087.41,0.12,393,1609,2002,0.24,211048.9,100839.35,311888.25,0.13
251,01/08/2008,Dhanlaxmi Bank,960,668,1628,0.19,102550.6,14368.93,116919.52,0.05,722,1214,1936,0.23,91642.66,44471.86,136114.52,0.06
252,01/08/2008,Dombivli Nagrik Co-operative Bank,63,91,154,0.02,10623.43,6213.83,16837.26,0.01,65,163,228,0.03,3879.76,4125.64,8005.4,0
253,01/08/2008,DSP Merrill Lynch Sec Trad,136,2,138,0.02,4916.94,20,4936.94,0,76,0,76,0.01,7389.53,0,7389.53,0
254,01/08/2008,Federal Bank,1051,4688,5739,0.67,671479.03,545921.48,1217400.52,0.51,2840,3392,6232,0.73,977896.45,260679.59,1238576.04,0.51
255,01/08/2008,HDFC Bank,11591,91417,103008,12.12,3979798.62,34932246.08,38912044.69,16.17,7603,98641,106244,12.5,2658007.24,37898764.56,40556771.8,16.85
256,01/08/2008,Hongkong and Shanghai Banking Corporation,2665,19098,21763,2.56,3178907.34,5065067.46,8243974.8,3.42,2930,18292,21222,2.5,3216445,5113826.25,8330271.25,3.46
257,01/08/2008,ICICI Bank,4614,52552,57166,6.72,4745225.71,10639105.86,15384331.57,6.39,4454,38995,43449,5.11,4617523.35,9744173.91,14361697.25,5.97
17138,01/12/2017,Paytm Payments Bank,0,8,8,0,,15620.33,15620.33,0,0,0,0,,,,,
260,01/08/2008,IDBI Bank,3489,15954,19443,2.29,2779964.43,4208092.49,6988056.91,2.9,2572,14076,16648,1.96,2455938.78,4069855.27,6525794.05,2.71
261,01/08/2008,Indian Bank,1956,7135,9091,1.07,1392488,285291.76,1677779.76,0.7,2417,8038,10455,1.23,1297324.79,328203.66,1625528.45,0.68
262,01/08/2008,Indian Overseas Bank,1741,8835,10576,1.24,1000790.67,608135.2,1608925.86,0.67,3431,5497,8928,1.05,964998.28,786434.81,1751433.09,0.73
263,01/08/2008,IndusInd Bank,2206,6102,8308,0.98,1236969.94,561209.96,1798179.9,0.75,1709,11692,13401,1.58,1109827.15,608045.76,1717872.91,0.71
264,01/08/2008,ING Vysya Bank,2670,7775,10445,1.23,393006.04,971156.96,1364163,0.57,2909,11711,14620,1.72,505441.05,924273.88,1429714.93,0.59
265,01/08/2008,Jammu and Kashmir Bank,371,1310,1681,0.2,1087669.84,356206.44,1443876.27,0.6,429,1905,2334,0.27,1108923.88,332455.44,1441379.32,0.6
266,01/08/2008,Janakalyan Co-operative Bank,69,117,186,0.02,66379.76,2196.25,68576,0.03,55,206,261,0.03,66795.03,1758.89,68553.92,0.03
267,01/08/2008,JP Morgan Chase Bank,391,400,791,0.09,1317468.47,877859.64,2195328.12,0.91,324,483,807,0.09,1283745.01,769661.81,2053406.82,0.85
268,01/08/2008,Kalupur Commercial Co-operative Bank,89,293,382,0.04,26289.77,9232.53,35522.3,0.01,80,414,494,0.06,31996.63,23256.85,55253.48,0.02
269,01/08/2008,Karnataka Bank,990,2326,3316,0.39,82735.98,188910.31,271646.29,0.11,960,2606,3566,0.42,126956.6,125403.04,252359.64,0.1
270,01/08/2008,Karur Vysya Bank,1490,3481,4971,0.58,592858.22,109066.44,701924.66,0.29,1370,4123,5493,0.65,563069.81,154374.94,717444.74,0.3
271,01/08/2008,Kotak Mahindra Bank,1674,6426,8100,0.95,676633.06,1110466.59,1787099.64,0.74,741,8619,9360,1.1,551590.74,1085811.62,1637402.36,0.68
272,01/08/2008,Krung Thai Bank PCL,47,9,56,0.01,15234.93,520,15754.93,0.01,37,16,53,0.01,15336.74,356.19,15692.92,0.01
273,01/08/2008,Lehman Brothers FIS Pvt.,14,1,15,0,6925.32,2441.16,9366.48,0,17,0,17,0,24604.56,0,24604.56,0.01
274,01/08/2008,Maharashtra State Co-operative Bank,446,399,845,0.1,369224.29,205611.46,574835.75,0.24,259,595,854,0.1,450889.98,214166.52,665056.5,0.28
275,01/08/2008,Mashreq Bank,65,1,66,0.01,12856.07,50,12906.07,0.01,31,74,105,0.01,4012.51,7171.28,11183.79,0
276,01/08/2008,Mizuho Bank,110,308,418,0.05,202333.11,54674.7,257007.8,0.11,163,274,437,0.05,188587.25,58637.84,247225.09,0.1
277,01/08/2008,New India Co-operative Bank,42,91,133,0.02,54051.71,1135.18,55186.89,0.02,114,37,151,0.02,53721.32,805.71,54527.03,0.02
278,01/08/2008,NKGSB Co-operative Bank,64,187,251,0.03,39314.38,3359.36,42673.74,0.02,77,151,228,0.03,41204.84,3996.09,45200.92,0.02
279,01/08/2008,Nutan Nagarik Co-operative Bank,15,49,64,0.01,1392.82,287.84,1680.66,0,0,116,116,0.01,0,1480.64,1480.64,0
280,01/08/2008,Oman International Bank,25,20,45,0.01,11347.82,1150.28,12498.11,0.01,63,69,132,0.02,11903.36,816.91,12720.27,0.01
281,01/08/2008,Oriental Bank of Commerce,1512,9814,11326,1.33,1033834.14,614744.76,1648578.9,0.68,2779,6972,9751,1.15,1046510.5,467682.52,1514193.02,0.63
282,01/08/2008,PNB Gilts,60,32,92,0.01,88614.39,164169.41,252783.8,0.11,167,0,167,0.02,245814.56,0,245814.56,0.1
283,01/08/2008,Punjab and Maharashtra Co-operative Bank,51,311,362,0.04,15352.23,66677.96,82030.19,0.03,38,246,284,0.03,12289.04,33365.76,45654.8,0.02
284,01/08/2008,Punjab and Sind Bank,506,715,1221,0.14,500109.39,67649.98,567759.37,0.24,367,1278,1645,0.19,466577.33,188648.43,655225.76,0.27
285,01/08/2008,Punjab National Bank,6796,25584,32380,3.81,7248013.69,1808649.19,9056662.88,3.76,5806,27362,33168,3.9,7134150.32,2343616.59,9477766.92,3.94
286,01/08/2008,Rajkot Nagrik Co-operative Bank,3,69,72,0.01,610,978.69,1588.69,0,42,147,189,0.02,922.78,5618.57,6541.35,0
287,01/08/2008,RBL Bank,132,184,316,0.04,79004.45,3951.9,82956.35,0.03,90,298,388,0.05,77657.33,7500.29,85157.62,0.04
288,01/08/2008,Reserve Bank of India,22,1178,1200,0.14,21377.45,2693869.66,2715247.11,1.13,0,0,0,0,0,0,0,0
289,01/08/2008,Saraswat Co-operative Bank,470,1584,2054,0.24,1083466.65,60206.51,1143673.16,0.48,313,1413,1726,0.2,1071341.05,87528.63,1158869.69,0.48
290,01/08/2008,SBI DFHI,65,81,146,0.02,187852.15,123010.96,310863.12,0.13,288,0,288,0.03,337698.28,0,337698.28,0.14
291,01/08/2008,Security Trading Corp of India,57,149,206,0.02,92756.81,157863.85,250620.66,0.1,163,0,163,0.02,248262.66,0,248262.66,0.1
355,01/09/2008,Deutsche Securities India Pvt.,49,0,49,0.01,123289.09,0,123289.09,0.04,40,0,40,0,117557.93,0,117557.93,0.04
292,01/08/2008,Shamrao Vithal Co-operative Bank,85,815,900,0.11,13930.37,17325.33,31255.7,0.01,184,1045,1229,0.14,17428.13,18878.96,36307.09,0.02
293,01/08/2008,Shinhan Bank,103,105,208,0.02,105128.39,12310.67,117439.07,0.05,66,299,365,0.04,99819.01,23281.66,123100.67,0.05
294,01/08/2008,Societe Generale,173,109,282,0.03,138199.65,16434.1,154633.75,0.06,191,175,366,0.04,149100.24,59968.56,209068.8,0.09
295,01/08/2008,South Indian Bank,1485,2334,3819,0.45,514474.45,101951.69,616426.15,0.26,1102,2948,4050,0.48,498376.14,110931.09,609307.23,0.25
296,01/08/2008,State Bank of Bikaner and Jaipur,2407,9212,11619,1.37,704308.02,344877.73,1049185.75,0.44,2812,12166,14978,1.76,821213.34,285806.82,1107020.15,0.46
297,01/08/2008,Standard Chartered Bank,3453,19052,22505,2.65,2522331.52,13315951.78,15838283.3,6.58,3126,30869,33995,4,2631888.63,14262508.19,16894396.82,7.02
298,01/08/2008,State Bank of Hyderabad,2759,9938,12697,1.49,1891036.03,1102136.11,2993172.14,1.24,3024,8964,11988,1.41,2174274.68,773622.69,2947897.36,1.22
299,01/08/2008,State Bank of India,32650,104287,136937,16.11,9074034.38,14156856.69,23230891.07,9.65,28995,85060,114055,13.41,10197422.03,12125043.35,22322465.38,9.27
300,01/08/2008,State Bank of Indore,2017,8274,10291,1.21,719769.96,300337.4,1020107.36,0.42,2057,6874,8931,1.05,832069.22,216320.21,1048389.43,0.44
301,01/08/2008,State Bank of Mauritius,10,40,50,0.01,4454.73,1439.01,5893.74,0,4,78,82,0.01,2530.32,4110.6,6640.92,0
302,01/08/2008,State Bank of Mysore,4113,6138,10251,1.21,444468.35,484041.92,928510.27,0.39,2513,10246,12759,1.5,487193.92,396044.61,883238.53,0.37
303,01/08/2008,State Bank of Patiala,2874,7228,10102,1.19,2729342.94,1013734.22,3743077.17,1.56,3066,10093,13159,1.55,2552572.23,1459465.85,4012038.08,1.67
304,01/08/2008,State Bank of Saurashtra,2370,3850,6220,0.73,335105.13,307571.74,642676.87,0.27,1514,3676,5190,0.61,574960.03,203899.88,778859.91,0.32
305,01/08/2008,State Bank of Travancore,3869,5664,9533,1.12,879094.61,320484.5,1199579.11,0.5,3819,6879,10698,1.26,898820.95,329344.68,1228165.64,0.51
306,01/08/2008,Syndicate Bank,2396,6655,9051,1.06,1101785.71,488923,1590708.71,0.66,2990,6275,9265,1.09,1134382.05,410870.23,1545252.28,0.64
28220,01/01/2022,Nagar Urban Co-operative Bank,0,42,42,0,,269.81,269.81,0,0,0,0,,,,,
307,01/08/2008,Tamilnad Mercantile Bank,1138,3019,4157,0.49,244296.59,45945.31,290241.91,0.12,405,3870,4275,0.5,197028.74,100074.4,297103.14,0.12
308,01/08/2008,Tamil Nadu State Apex Co-operative Bank,164,27,191,0.02,360802.9,2672.19,363475.1,0.15,53,315,368,0.04,345730.1,31113.72,376843.82,0.16
309,01/08/2008,Thane Bharat Co-operative Bank,1,25,26,0,5,926.49,931.49,0,0,60,60,0.01,0,4538.81,4538.81,0
310,01/08/2008,Thane Janata Co-operative Bank,95,246,341,0.04,86548.72,4682.33,91231.05,0.04,75,263,338,0.04,86471.39,9241.77,95713.16,0.04
311,01/08/2008,Ahmedabad Mercantile Co-operative Bank,25,51,76,0.01,19787.48,289.48,20076.96,0.01,16,81,97,0.01,15704,3946.66,19650.66,0.01
312,01/08/2008,Greater Bombay Co-operative Bank,260,144,404,0.05,7081.61,5169.42,12251.03,0.01,22,393,415,0.05,272.36,9314.48,9586.84,0
313,01/08/2008,Kapol Co-operative Bank,44,220,264,0.03,3834.59,9715.52,13550.11,0.01,4,215,219,0.03,164.08,12521.77,12685.85,0.01
314,01/08/2008,Lakshmi Vilas Bank,559,1282,1841,0.22,59923.83,44932.41,104856.24,0.04,419,2722,3141,0.37,49352.13,67721.44,117073.57,0.05
315,01/08/2008,West Bengal State Co-operative Bank,20,15,35,0,6613.97,19633.73,26247.69,0.01,5,45,50,0.01,4046.88,109423.56,113470.44,0.05
316,01/08/2008,UCO Bank,1232,2858,4090,0.48,1228566.34,404315.68,1632882.02,0.68,1822,1974,3796,0.45,1285594.07,447195.23,1732789.3,0.72
317,01/08/2008,Union Bank of India,3857,18039,21896,2.58,1284493.72,1501590.43,2786084.15,1.16,5960,21034,26994,3.17,1581850.93,1171659.78,2753510.7,1.14
318,01/08/2008,United Bank of India,539,1456,1995,0.23,406688.88,389602.21,796291.09,0.33,1029,729,1758,0.21,428376.15,316541.35,744917.5,0.31
319,01/08/2008,Vijaya Bank,1461,4241,5702,0.67,842152.16,367282.87,1209435.03,0.5,2402,3106,5508,0.65,697423.72,485754.83,1183178.55,0.49
